Limosellaceae J. Agardh	Theoria Syst. Pl.: 340. Apr-Sep 1858.	
Linaceae DC. ex Perleb	Vers. Arzeneikr. Pfl.: 107. Mai 1818	nom. cons.
Linariaceae Bercht. & J. Presl	Přir. Rostlin: 243. Jan-Apr 1820.	
Lindenbergiaceae Doweld	Tent. Syst. Pl. Vasc.: xlix. 23 Dec 2001.	
Linderniaceae Borsch	K. Müll. & Eb. Fisch. in Pl. Biol. (Stuttgart) 7: 76. 28 Jan 2005.	
Lindsaeaceae C. Presl ex M. R. Schomb.	Reis. Br.-Guiana 2: 883. 12-15 Jul 1848.	
Linnaeaceae Backlund	in A. Backlund & N. Pyck in Taxon 47: 658. 13 Aug 1998.	
Liparidaceae Vines	Stud. Text-book Bot. 2: 567. Mar 1895.	
Lippayaceae Meisn.	Pl. Vasc. Gen.: Tab. Diagn. 156, Comm. 112. 16-22 Sep 1838.	
Liriaceae Batsch ex Borkh.	Bot. Wörterb. 1: 374. 1797.	
Liriodendraceae F. A. Barkley	in Phytologia 32: 304. 29 Oct 1975.	
Lissocarpaceae Gilg	in H. G. A. Engler & E. F. Gilg, Syllabus, ed. 9-10: 324. 6 Nov 1924	nom. cons.
Littorellaceae Gray	Nat. Arr. Brit. Pl. 2: 290, 294. 10 Jan 1822.	
Loasaceae Juss.	in Ann. Mus. Natl. Hist. Nat. 5: 21. 1804	nom. cons.
Lobeliaceae Juss.	in A. J. A. Bonplond, Descr. Pl. Malmaison: 19, t. 7. Sep 1813	nom. cons.
Loganiaceae R. Br. ex Mart.	Nov. Gen. Sp. Pl. 2: 133. Jan-Jun 1827	nom. cons.
Loliaceae Link	Hort. Berol. 1: 6, 267. 1 Oct-27 Nov 1827.	
Lomandraceae Lotsy	Vortr. Bot. Stammesgesch. 3: 761. 3-20 Sep 1911.	
Lomariopsidaceae Alston	in Taxon 5: 25. 25 Mar 1956.	
Lonchitidaceae Doweld	New Syllabus Pl. Fam.: 353. Apr 2007.	
Loniceraceae Vest	Anleit. Stud. Bot.: 272, 296. 1818.	
Lopeziaceae Lilja	Skånes Fl., ed. 2: 980. Apr-Dec 1870.	
Lophiocarpaceae Doweld & Reveal	New Syllabus Pl. Fam.: 795. Apr 2007.	
Lophiolaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 225. 20 Jul 1943.	
Lophiraceae Loudon	Hort. Brit.: 513. 30 Aug 1830.	
Lophophytaceae Bromhead	in Mag. Nat. Hist., n.s., 4: 336, 338. Jul 1840.	
Lophopyxidaceae H. Pfeiff.	in Revista Sudamer. Bot. 10: 4. 1951.	
Lophosoriaceae Pic. Serm.	in Webbia 24: 700. 28 Apr 1970.	
Loranthaceae Juss.	in Ann. Mus. Natl. Hist. Nat. 12: 292. 1808	nom. cons.
Lotaceae Oken	Lehrb. Naturgesch. 2(2.2): xv, 727. 1826.	
Lowiaceae Ridl.	Fl. Malay Penins. 4: 291. 1 Dec 1924	nom. cons.
Loxogrammaceae Ching ex Pic. Serm.	in Webbia 29: 11. 10 Feb 1975.	
Loxsomataceae C. Presl	Gefässbündel Farrn: 31. 1847.	
Lupulaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 370. 30 Jan-10 Feb 1832.	
Luxemburgiaceae Soler.	Syst. Anat. Dicot. Ergänz.: 77, 79. Mai 1908.	
Luzuriagaceae Lotsy	Vortr. Bot. Stammesgesch. 3: 760. 3-20 Sep 1911.	
Lychnidaceae Döll	Rhein. Fl.: 638. 24-27 Mai 1843.	
Lyciaceae Raf.	Autik. Bot. 1: 15. 1840.	
Lycopodiaceae P. Beauv. ex Mirb.	in J.B.A.P.M. de Lamarck & C. F. B. de Mirbel, Hist. Nat. Vég. 4: 293. 21 Nov 1802.	
Lyginiaceae B. G. Briggs & L. A. S. Johnson	in Telopea 8: 488. Jul 2000.	
Lygodiaceae M. Roem.	Handb. Allg. Bot. 3: 520. 1840.	
Lygodisodeaceae Bartl.	Ord. Nat. Pl.: 123, 207. Sep 1830.	
Lysimachiaceae Juss.	Gen. Pl.: 95. 4 Aug 1789.	
Lythraceae J. St.-Hil.	Expos. Fam. Nat. 2: 175. Feb-Apr 1805	nom. cons.
Macarisiaceae J. Agardh	Theoria Syst. Pl.: 295. Apr-Sep 1858.	
Mackinlayaceae Doweld	Tent. Syst. Pl. Vasc.: lii. 23 Dec 2001.	
Madiaceae A. Heller	in Muhlenbergia 2: 332. 30 Dec 1907.	
Maesaceae Anderb.	B. Ståhl & Källersjö in Taxon 49: 185. 16 Mai 2000.	
Magnoliaceae Juss.	Gen. Pl.: 280. 4 Aug 1789	nom. cons.
Malaceae Small	Fl. S.E. U.S.: 529. 22 Jul 1903	nom. cons.
Malesherbiaceae D. Don	in Edinburgh New Philos. J. 2: 321. 1827	nom. cons.
Malortieaceae O. F. Cook	in Contr. U.S. Natl. Herb. 16: 252. 14 Mai 1913.	
Malpighiaceae Juss.	Gen. Pl.: 252. 4 Aug 1789	nom. cons.
Malvaceae Juss.	Gen. Pl.: 271. 4 Aug 1789	nom. cons.
Mangiaceae Raf.	Fl. Tellur. 2: 73. Jan-Mar 1837.	
Manicariaceae O. F. Cook	in Contr. U.S. Natl. Herb. 13: 140. 22 Jun 1910.	
Mapaniaceae Shipunov	in Zhurn. Obshchei Biol. 64: 505. Dec 2003.	
Marantaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 575. 19 Jul 1814	nom. cons.
Marathraceae Dumort.	Anal. Fam. Pl.: 60, 62. 1829.	
Marattiaceae Kaulf.	Enum. Filic.: 31. 8 Apr-29 Mai 1824	nom. cons. prop. 
Marcgraviaceae Bercht. & J. Presl	Přir. Rostlin: 218. Jan-Apr 1820	nom. cons.
Marsileaceae Mirb.	in J.B.A.P.M. de Lamarck & C. F. B. de Mirbel, Hist. Nat. Vég. 5: 126. 21 Nov 1802.	
Martyniaceae Horan.	Char. Ess. Fam.: 130. 30 Jun 1847	nom. cons.
Mastixiaceae Calest.	in Webbia 1: 94. 10 Mai 1905.	
Matoniaceae C. Presl	Gefässbündel Farrn: 32. 1847.	
Matricariaceae Voigt	Hort. Suburb. Calcutt.: 400. Aug-Dec 1845.	
Maundiaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 213. 20 Jul 1943.	
Mayacaceae Kunth	in Abh. Königl. Akad. Wiss. Berlin, Phys. Abh. 1840: 93. 1842	nom. cons.
Medeolaceae Takht.	Sist. Magnoliof. [Syst. Magnolioph.]: 291. 24 Jun 1987.	
Medusagynaceae Engl. & Gilg	Syllabus, ed. 9-10: 280. 6 Nov 1924	nom. cons.
Medusandraceae Brenan	in Kew Bull. 7: 228. 25 Jul 1952	nom. cons.
Melaleucaceae Vest	Anleit. Stud. Bot.: 268, 286. 1818.	
Melampyraceae Rich. ex Hook. & Lindl.	in W. J. Hooker, Fl. Scot.: 2: 213. 10 Mar 1821.	
Melanophyllaceae Takht. ex Airy Shaw	in Kew Bull. 26: 492. 1972.	
Melanthiaceae Batsch ex Borkh.	Bot. Wörterb. 2: 8. 1797	nom. cons.
Melastomataceae Juss.	Gen. Pl.: 328. 4 Aug 1789	nom. cons.
Meliaceae Juss.	Gen. Pl.: 263. 4 Aug 1789	nom. cons.
Melianthaceae Horan.	Prim. Lin. Syst. Nat.: 100. 2 Nov 1834	nom. cons.
Melicaceae Martinov	Tekhno-Bot. Slovar: 390. 3 Aug 1820.	
Meliosmaceae Meisn.	Pl. Vasc. Gen.: Comm. 346. 2-4 Nov 1843.	
Melissaceae Bercht. & J. Presl	Přir. Rostlin: 245. Jan-Apr 1820.	
Melittidaceae Martinov	Tekhno-Bot. Slovar: 390. 3 Aug 1820.	
Melochiaceae J. Agardh	Theoria Syst. Pl.: 271. Apr-Sep 1858.	
Memecylaceae DC.	in D. F. L. von Schlechtendal, Linnaea 2: 505. Aug-Oct 1827.	
Mendonciaceae Bremek.	in Proc. Kon. Ned. Akad. Wetensch., ser. C, 56: 540. 27 Apr 1954.	
Menispermaceae Juss.	Gen. Pl.: 284. 4 Aug 1789	nom. cons.
Menthaceae Burnett	Outl. Bot.: 969, 1095, 1106. Feb 1835.	
Menyanthaceae Dumort.	Anal. Fam. Pl.: 20, 25. 1829	nom. cons.
Menziesiaceae Klotzsch	in Linnaea 24: 11. Mai 1851.	
Mercurialaceae Bercht. & J. Presl	Přir. Rostlin: 237. Jan-Apr 1820.	
Merenderaceae Mirb.	Hist. Nat. Pl. 8: 211. 1804.	
Mesembryaceae Dumort.	Anal. Fam. Pl.: 37, 41. 1829.	
Mesembryanthemaceae Philib.	Intr. Bot., ed. 2, 3: 268. 20 Dec 1801	nom. cons.
Mespilaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 509. 30 Jan-10 Feb 1832.	
Mesuaceae Bercht. & J. Presl	Přir. Rostlin: 218. Jan-Apr 1820.	
Metasequoiaceae S. Miki ex Hu & W. C. Cheng	in Bull. Fan Mem. Inst. Biol., ser. 2, 1: 154. 15 Mar 1948.	
Metaxyaceae Pic. Serm.	in Webbia 24: 701. 28 Apr 1970.	
Metteniusaceae H. Karst. ex Schnizl.	Iconogr. Fam. Regni Veg. 2: ad t. 142*. 1860-1870.	
Meyeniaceae Sreem.	in Phytologia 37: 412. 22 Oct 1977.	
Miconiaceae Mart.	Consp. Regn. Veg.: 64. Sep-Oct 1835.	
Micrantheaceae J. Agardh	Theoria Syst. Pl.: 182. Apr-Sep 1858.	
Microbiotaceae Nakai	in Tyosen-Sanrin 165: 13. 10 Dec 1938.	
Microcachrydaceae Doweld & Reveal	in Phytologia 84: 365. 26 Aug 1999.	
Microcycadaceae Tarbaeva	Anat.-Morf. Str. Sem. Cycad.: 19. 26 Nov 1991.	
Microstrobaceae Doweld & Reveal	Novon 11: 396. 7 Dec 2001.	
Miliaceae Link	Hort. Berol. 1: 91, 270. 1 Oct-27 Nov 1827.	
Milulaceae Traub	in Pl. Life 28: 131. 22 Feb 1972.	
Mimosaceae R. Br.	in M. Flinders, Voy. Terra Austral. 2: 551. 19 Jul 1814	nom. cons.
Minuartiaceae Mart.	Consp. Regn. Veg.: 49. Sep-Oct 1835.	
Mirabilidaceae W. R. B. Oliv.	in Trans. Roy. Soc. New Zealand 66: 294. 1936.	
Misodendraceae J. Agardh	Theoria Syst. Pl.: 236. Apr-Sep 1858	nom. cons.
Mitrastemonaceae Makino	in Bot. Mag. (Tokyo) 25: 252. Dec 1911	nom. cons.
Miyoshiaceae Nakai	in J. Jap. Bot. 17: 190. Apr 1941.	
Modeccaceae Horan.	Char. Ess. Fam.: 146. 30 Jun 1847.	
Mohriaceae C. F. Reed	in Bol. Soc. Broter., ser. 2, 21: 168. 11 Mai 1948.	
Molluginaceae Bartl.	in F. G. Bartling & H. L. Wendland, Beitr. Bot. 2: 158. Dec 1825	nom. cons.
Monachosoraceae Ching	in Acta Phytotax. Sin. 16(4): 17. Nov 1978.	
Monardaceae Döll	Fl. Baden 2: 661. med. 1858.	
Monimiaceae Juss.	in Ann. Mus. Natl. Hist. Nat. 14: 133. 1809	nom. cons.
Monodoraceae J. Agardh	Theoria Syst. Pl.: 126. Apr-Sep 1858.	
Monotaceae Kosterm.	in Taxon 38: 123. 27 Feb 1989.	
Monotropaceae Nutt.	Gen. N. Amer. Pl. 1: 272. 14 Jul 1818	nom. cons.
Monsteraceae Vines	Stud. Text-book Bot. 2: 540. Mar 1895.	
Montiaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 5: 349. Jul-Sep 1820.	
Montiniaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 243. 20 Jul 1943	nom. cons.
Moraceae Gaudich.	in C. B. Trinius, Gen. Pl.: 13. 1835	nom. cons.
Morinaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 6: 88. Oct-Dec 1820.	
Moringaceae Martinov	Tekhno-Bot. Slovar: 404. 3 Aug 1820	nom. cons.
Mouriraceae Gardner	in J. Bot. (Hooker) 2: 22. Feb 1840.	
Moutabeaceae Endl.	in L. K. G. Pfeiffer, Nomencl. Bot. 2: 364. 24 Jan 1873.	
Muntingiaceae C. Bayer	M. W. Chase & M. F. Fay in Taxon 47: 38. 13 Feb 1998.	
Musaceae Juss.	Gen. Pl.: 61. 4 Aug 1789	nom. cons.
Mutisiaceae Burnett	Outl. Bot.: 934, 935, 1094, 1111. Feb 1835.	
Myodocarpaceae Doweld	Tent. Syst. Pl. Vasc.: lii. 23 Dec 2001.	
Myoporaceae R. Br.	Prodr.: 514. 27 Mar 1810	nom. cons.
Myricaceae A. Rich. ex Kunth	in F. W. H. A. von Humboldt, A. J. A. Bonpland & C. S. Kunth, Nov. Gen. Sp. 2: ed. qu.: 16. 28 Apr 1817	nom. cons.
Myriophyllaceae Schultz Sch.	Nat. Syst. Pflanzenr.: 324. 30 Jan-10 Feb 1832.	
Myristicaceae R. Br.	Prodr.: 399. 27 Mar 1810	nom. cons.
Myrobalanaceae Martinov	Tekhno-Bot. Slovar: 396. 3 Aug 1820.	
Myrothamnaceae Nied.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. III, 2a: 103. Mar 1891	nom. cons.
Myrrhiniaceae Arn.	in Ann. Mag. Nat. Hist. 3: 154. 1839.	
Myrsinaceae R. Br.	Prodr.: 532. 27 Mar 1810	nom. cons.
Myrtaceae Juss.	Gen. Pl.: 322. 4 Aug 1789	nom. cons.
Mystropetalaceae Hook.f.	in J. Lindley, Veg. Kingd., ed. 3: 94. 30 Jul-15 Aug 1853.	
Nageiaceae D. Z. Fu	in Acta Phytotax. Sin. 30: 522. Dec 1992.	
Najadaceae Juss.	Gen. Pl.: 18. 4 Aug 1789	nom. cons.
Nandinaceae Horan.	Prim. Lin. Syst. Nat.: 90. 2 Nov 1834.	
Napoleonaeaceae A. Rich.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 11: 432. 10 Feb 1827.	
Narcissaceae Juss.	Gen. Pl.: 54. 4 Aug 1789.	
Nardaceae Martinov	Tekhno-Bot. Slovar: 413. 3 Aug 1820.	
Nartheciaceae Fr. ex Bjurzon	Skandin. Växtfam.: 64. 1846.	
Nassauviaceae Burmeist.	Handb. Naturgesch.: 290. 12-17 Dec 1836.	
Naucleaceae Wernh.	in New Phytol. 11: 225. 30 Jul 1912.	
Nectaropetalaceae Exell & Mendonça	in Bol. Soc. Brot., ser. 2, 25: 105. 1951.	
Negripteridaceae Pic. Serm.	in Nuovo Giorn. Bot. Ital., ser. 2, 53: 160. seors. impr. 25 Nov 1946.	
Neilliaceae Miq.	Fl. Ned. Ind. 1: 390. 20 Dec 1855.	
Nelsoniaceae Sreem.	in Phytologia 37: 412. 22 Oct 1977.	
Nelumbonaceae A. Rich.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 11: 492. 10 Feb 1827	nom. cons.
Nemacladaceae Nutt.	in Trans. Amer. Philos. Soc., ser. 2, 8: 254. 15 Dec 1842.	
Neocallitropsidaceae Doweld	Tent. Syst. Pl. Vasc.: xx. 23 Dec 2001.	
Neottiaceae Horan.	Prim. Lin. Syst. Nat.: 50. 2 Nov 1834.	
Nepenthaceae Dumort.	Anal. Fam. Pl.: 14, 16. 1829	nom. cons.
Nepetaceae Bercht. & J. Presl	Přir. Rostlin: 245. Jan-Apr 1820.	
Nephrolepidaceae Pic. Serm.	in Webbia 29: 8. 10 Feb 1975.	
Nesogenaceae Marais	in Kew Bull. 35: 798. 28 Apr 1981.	
Neuradaceae Kostel.	Allg. Med.-Pharm. Fl. 4: 1496. Jan-Oct 1835	nom. cons.
Neuwiediaceae R. Dahlgren ex Reveal & Hoogland	in Bull. Mus. Natl. Hist. Nat., sér. 4, B Adansonia 13: 91. 4 Oct 1991.	
Nhandirobaceae T. Lestib.	Botanogr. Elém.: 515. Jun 1826.	
Nicotianaceae Martinov	Tekhno-Bot. Slovar: 416. 3 Aug 1820.	
Nigellaceae J. Agardh	Theoria Syst. Pl.: 76. Apr-Sep 1858.	
Nitrariaceae Lindl.	Intr. Nat. Syst. Bot.: 149. 27 Sep 1830.	
Nolanaceae Bercht. & J. Presl	Přir. Rostlin: 244. Jan-Apr 1820	nom. cons.
Nolinaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 226. 20 Jul 1943.	
Nonateliaceae Martinov	Tekhno-Bot. Slovar: 420. 3 Aug 1820.	
Nopaleaceae Schmid & Curtman	Pflanzenr. 2: 135. 10-11 Jun 1856.	
Noranteaceae DC. ex Mart.	Consp. Regn. Veg.: 61. Sep-Oct 1835.	
Nothofagaceae Kuprian.	in A. N. Sladkov (ed.), First Intern. Conf. Palinol. Reports Soviet Palinol.: 21. 28 Dec 1962.	
Nupharaceae A. Kern.	Pflanzenleben 2: 699. 6-13 Jun 1891.	
Nuytsiaceae Tiegh.	in Oesterr. Bot. Z. 46: 368. Oct 1896.	
Nyctaginaceae Juss.	Gen. Pl.: 90. 4 Aug 1789	nom. cons.
Nyctanthaceae J. Agardh	Theoria Syst. Pl.: 284. Apr-Sep 1858.	
Nymphaeaceae Salisb.	in Ann. Bot. (König & Sims) 2: 70. Jun 1805	nom. cons.
Nypaceae Brongn. ex Le Maout & Decne.	Traité Général Bot.: 624. Jan-Apr 1868.	
Nyssaceae Juss. ex Dumort.	Anal. Fam. Pl.: 13. 1829	nom. cons.
Obolariaceae Martinov	Tekhno-Bot. Slovar: 427. 3 Aug 1820.	
Ochnaceae DC.	in Nouv. Bull. Sci. Soc. Philom. Paris 2: 209. Jan 1811	nom. cons.
Ochranthaceae A. Juss.	in V. V. D. d’Orbigny, Dict. Univ. Hist. Nat. 8: 713. 1846.	
Octoknemaceae Soler.	Syst. Anat. Dicot.: 83, 84. Mai 1908	nom. cons.
Oenotheraceae C. C. Robin	Voy. Int. Louisiane 3: 489. 14-21 Dec 1807.	
Oftiaceae Takht. & Reveal	in Phytologia 74: 284. 28 Apr 1993.	
Olacaceae Juss. ex R. Br.	in J. H. Tuckey, Narr. Exped. Zaire: 452. 5 Mar 1818	nom. cons.
Oleaceae Hoffmanns. & Link	Fl. Portug. 1: 62. 1 Sep 1809	nom. cons.
Oleandraceae Ching ex Pic. Serm.	in Webbia 20: 745. 20 Dec 1965.	
Oliniaceae Arn.	in Ann. Nat. Hist. 3: 154. 1839	nom. cons.
Olyraceae Bercht. & J. Presl	Přir. Rostlin: 265. Jan-Apr 1820.	
Onagraceae Juss.	Gen. Pl.: 317. 4 Aug 1789	nom. cons.
Oncothecaceae Kobuski ex Airy Shaw	in Kew Bull. 18: 264. 8 Dec 1965.	
Onocleaceae Pic. Serm.	in Webbia 24: 708. 28 Apr 1970.	
Onosmaceae Martinov	Tekhno-Bot. Slovar: 437. 3 Aug 1820.	
Operculariaceae Juss. ex Perleb	Vers. Artzneikr. Pfl.: 207. Mai 1818.	
Ophioglossaceae Martinov	Tekhno-Bot. Slovar: 438. 3 Aug 1820.	
Ophiopogonaceae Meisn.	Pl. Vasc. Gen., Tab. Diagn. 397, Comm. 308. 12-14 Feb 1842.	
Ophioxylaceae Mart.	Consp. Regn. Veg.: 24. Sep-Oct 1835.	
Ophiraceae Arn.	in J. Bot. (Hooker) 3: 266. Feb 1841.	
Ophiuraceae Link	Hort. Berol. 1: 3, 268. 1 Oct-27 Nov 1827.	
Ophrydaceae Vines	Stud. Text-book. Bot. 2: 566. Mar 1895.	
Opiliaceae Valeton	Crit. Overz. Olacin.: 136. 7 Jul 1886	nom. cons.
Oporanthaceae Salisb.	Gen. Pl.: 97. 15-31 Mai 1866.	
Opuntiaceae Desv.	in S. Gérardin de Mirecourt & N. A. Desvaux, Dict. Rais. Bot.: 52, 385. 12-19 Apr 1817.	
Orchidaceae Juss.	Gen. Pl.: 64. 4 Aug 1789	nom. cons.
Ornithogalaceae Salisb.	Gen. Pl.: 33. 15-31 Mai 1866.	
Ornithropaceae Martinov	Tekhno-Bot. Slovar: 443. 3 Aug 1820.	
Orobanchaceae Vent.	Tabl. Règne Vég. 2: 292. 5 Mai 1799	nom. cons.
Orontiaceae Bartl.	Ord. Nat. Pl.: 24, 68. Sep 1830.	
Ortegaceae Martinov	Tekhno-Bot. Slovar: 443. 3 Aug 1820.	
Oryzaceae Bercht. & J. Presl	Přir. Rostlin: 265. Jan-Apr 1820.	
Osmundaceae Martinov	Tekhno-Bot. Slovar: 445. 3 Aug 1820.	
Osyridaceae Raf.	in Ann. Gén. Sci. Phys. Bruxelles 5: 348. Jul-Sep 1820.	
Oxalidaceae R. Br.	in J. H. Tuckey, Narr. Exped. Zaire: 433. 5 Mar 1818	nom. cons.
Oxycladaceae Schnizl.	Iconogr. Fam. Regni Veg. 2: ad t. 151**. 1857-1870.	
Oxycoccaceae A. Kern.	Pflanzenleben 2: 713, 714. 8 Aug 1891.	
Oxystylidaceae Hutch.	Evol. Phylog. Fl. Pl.: 516. 28 Aug 1969.	
Pachysandraceae J. Agardh	Theoria Syst. Pl.: 358. Apr-Sep 1858.	
Pacouriaceae Martinov	Tekhno-Bot. Slovar: 447. 3 Aug 1820.	
Paeoniaceae Raf.	Anal. Nat.: 176. Apr-Jul 1815	nom. cons.
Pagamaeaceae Martinov	Tekhno-Bot. Slovar: 447. 3 Aug 1820.	
Paivaeusaceae A. Meeuse	Euphorbiaceae: 30. 1990.	
Palmae Juss.	Gen. Pl.: 37. 4 Aug 1789	nom. cons.; see Arecaceae.
Pancratiaceae Horan.	Char. Ess. Fam.: 50. 30 Jun 1847.	
Pandaceae Engl. & Gilg	Syllabus, ed. 7: 223. Oct 1912-Mar 1913	nom. cons.
Pandanaceae R. Br.	Prodr.: 340. 27 Mar 1810	nom. cons.
Pangiaceae Blume	in J. K. Hasskarl, Cat. Hort. Bot. Bogor.: 186. Oct. 1844.	
Panicaceae Bercht. & J. Presl	Přir. Rostlin: 264. Jan-Apr 1820.	
Papaveraceae Juss.	Gen. Pl.: 235. 4 Aug 1789	nom. cons.
Papilionaceae Giseke	Prael. Ord. Nat. Pl.: 415. Apr 1792	nom. cons.; see Leguminosae and Fabaceae.
Pappophoraceae Herter	in Revista Sudamer. Bot. 6: 145. Jun 1940.	
Papyraceae Burnett	Outl. Bot.: 761, 1129. Feb 1835.	
Paracryphiaceae Airy Shaw	in Kew Bull. 18: 265. 8 Dec 1965.	
Parasitaxaceae Melikian & A. V. Bobrov	in Bot. Zhurn. (Moscow & Leningrad) 85(7): 61. 1 Sep 2000.	
Parianaceae Nakai	Chosakuronbun Mokuroku [Ord. Fam. Trib. Nov.]: 222. 20 Jul 1943.	
Parietariaceae Bercht. & J. Presl	Přir. Rostlin: 261. Jan-Apr 1820.	
Parkeriaceae Hook.	Exot. Fl. 2: ad t. 147. Mar 1825	nom. rej. in favour of Adiantaceae (1840).
Parnassiaceae Martinov	Tekhno-Bot. Slovar: 456. 3 Aug 1820	nom. cons.
Paronychiaceae Juss.	in Mém. Mus. Hist. Nat. 2: 386. 1815.	
Paropsiaceae Dumort.	Anal. Fam. Pl.: 37, 42. 1829.	
Parrotiaceae Horan.	Prim. Lin. Syst. Nat.: 79. 2 Nov 1834.	
Paspalaceae Link	Hort. Berol. 1: 47, 269. 1 Oct-27 Nov 1827.	
Passifloraceae Juss. ex Roussel	Fl. Calvados, ed. 2: 334. 1806	nom. cons.
Pastinacaceae Martinov	Tekhno-Bot. Slovar: 457. 3 Aug 1820.	
Paulowniaceae Nakai	in J. Jap. Bot. 24: 13. Dec 1949.	
Paviaceae Horan.	Prim. Lin. Syst. Nat.: 100. 2 Nov 1834.	
Pectiantiaceae Raf.	Fl. Tellur. 2: 73. Jan-Mar 1837.	
Pedaliaceae R. Br.	Prodr.: 519. 27 Mar 1810	nom. cons.
Pedicularidaceae Juss.	Gen. Pl.: 99. 4 Aug 1789.	
Peganaceae Tiegh. ex Takht.	Sist. Magnoliof. [Syst. Magnolioph.]: 178. 24 Jun 1987.	
Peliosanthaceae Salisb.	Gen. Pl.: 63. 15-31 Mai 1866.	
Pellicieraceae L. Beauvis.	in A. A. Bullock, Taxon 8: 192. 24 Jul 1959.	
Penaeaceae Sweet ex Guill.	in J. B. G. M. Bory de Saint-Vincent, Dict. Class. Hist. Nat. 13: 171. 1 Mar 1828	nom. cons.
Pennantiaceae J. Agardh	Theoria Syst. Pl.: 301. Apr-Sep 1858.	
Pentadiplandraceae Hutch. & Dalziel	Fl. W. Trop. Afr. 1: 461. Jul 1928.	
Pentapetaceae Bercht. & J. Presl	Přir. Rostlin: 222. Jan-Apr 1820.	
Pentaphragmataceae J. Agardh	Theoria Syst. Pl.: 95. Apr-Sep 1858	nom. cons.
Pentaphylacaceae Engl.	in H. G. A. Engler & K. A. E. Prantl, Nat. Pflanzenfam. Nachtr. 1: 214. Oct 1897	nom. cons.
Pentastemonaceae Duyfjes	in Blumea 36: 552. 9 Jun 1992.	
Penthoraceae Rydb. ex Britton	Man. Fl. N. States: 475. Oct 1901	nom. cons.
Peperomiaceae A. C. Sm.	Fl. Vit. Nova 2: 75. 26 Oct 1981.	
Peraceae Klotzsch	in Monatsber. Königl. Preuss. Akad. Wiss. Berlin 1859: 241, 246. 10-30 Mar 1859.	
Peranemataceae Ching	in Sunyatsenia 5: 208, 246. 30 Oct 1940	nom. cons.
Peridiscaceae Kuhlm.	in Arq. Serv. Florest. 3: 4. 1950	nom. cons.
Periplocaceae Schltr.	in K. Schumann & C. A. G. Lauterbach, Nachtr. Fl. Schutzgeb. Südsee: 351. 16 Nov 1905	nom. cons.
Peripterygiaceae G. King	Mat. Fl. Malay Penins.: 620. Apr 1895.	
Perseaceae Horan.	Prim. Lin. Syst. Nat.: 61. 2 Nov 1834.	
Persicariaceae Martinov	Tekhno-Bot. Slovar: 473. 3 Aug 1820.	
Petermanniaceae Hutch.	Fam. Fl. Pl. 2: 113. 20 Jul 1934	nom. cons.
Petiveriaceae C. Agardh	Aphor. Bot.: 221. 13 Jun 1824.	
Petreaceae J. Agardh	Theoria Syst. Pl.: 364. Apr-Sep 1858.	
Petrosaviaceae Hutch.	Fam. Fl. Pl. 2: 36. 20 Jul 1934	nom. cons.
Phalaridaceae Link	Hort. Berol. 2: 250. Jul-Dec 1833.	
Phaleriaceae Meisn.	Pl. Vasc. Gen.: Tab. Diagn. 323, 329, Comm. 241. 18-24 Jul 1841.	
Pharaceae Herter	in Revista Sudamer. Bot. 6: 139. Jun 1940.	
Pharnaceaceae Martinov	Tekhno-Bot. Slovar: 477. 3 Aug 1820.	
Phaseolaceae Mart.	Consp. Regn. Veg.: 34. Sep-Oct 1835.	
Phellinaceae Takht.	Sist. Filog. Cvetk. Rast: 343. 374. 4 Feb 1967.	
Phelypaeaceae Horan.	Prim. Lin. Syst. Nat.: 73. 2 Nov 1834.	
Pherosphaeraceae Nakai	in Tyosen-Sanrin 158: 15. 10 Mai 1938.	
Philadelphaceae Martinov	Tekhno-Bot. Slovar: 478. 3 Aug 1820.	
Philesiaceae Dumort.	Anal. Fam. Pl.: 53, 54, 97. 1829	nom. cons.
Philippodendraceae A. Juss.	in V. V. D. d’Orbigny, Dict. Univ. Hist. Nat. 9: 735. 1847.	
Philocrenaceae Bong.	in Mém. Acad. Imp. Sci. St. Pétersb., ser. 6, Math. Nat. 3(2): 87. 13 Jun-13 Jul 1834 [e.g., Gen. Lacis. Rev.: 4. 1834].	
Philodendraceae Vines	Stud. Text-book Bot. 2: 540. Mar 1895.	
Philydraceae Link	Enum. Hort. Berol. Alt. 1: 5. 16 Mar-30 Jun 1821	nom. cons.
Phleaceae Link	Hort. Berol. 1: 269. 1 Oct-27 Nov 1827.	
Phoenicaceae Burnett	Outl. Bot.: 395, 1155. Feb 1835.	
Phoradendraceae H. Karst.	Fl. Columb. 1: 73. 13 Feb 1860.	
